ubicacion,lugar_especifico,fuente,rating,comentario,fecha_resena,comentario_limpio,n_palabras,es_spam,idioma,idioma_det,comentario_nlp,n_palabras_nlp
La Paz,,trip,,"visite la isla, un lugar hermoso y único que vale la pena visitar, realice un recorrido de día completo, disfrute plenamente del tiempo, ofrezca campamentos, viajes en kayak, también aventuras",,visite la isla un lugar hermoso y único que vale la pena visitar realice un recorrido de día completo disfrute plenamente del tiempo ofrezca campamentos viajes en kayak también aventuras,30,False,es,es,visitar isla hermoso único vale pena visitar realizar recorrido completo disfrute plenamente del tiempo ofrecer campamento viaje kayak aventura,19
La Paz,,trip,,Destacar el barco de baja aventura alrededor de la isla viendo tiburones ballena volando,,destacar el barco de baja aventura alrededor de la isla viendo tiburones ballena volando,14,False,es,es,destacar barco baja aventura alrededor isla ver tiburón ballena volar,10
La Paz,,trip,,isla visitada espíritu santo compañía última palabra hermosa isla alguna vez contraste desierto aguas color turquesa extraordinaria diversidad la vida hace que el lugar sea especial,,isla visitada espíritu santo compañía última palabra hermosa isla alguna vez contraste desierto aguas color turquesa extraordinaria diversidad la vida hace que el lugar sea especial,26,False,es,es,isla visitar espíritu santo compañía último palabra hermoso isla alguno contraste desierto agua color turquesa extraordinario diversidad vida sea especial,20
La Paz,,trip,,agua clara y cálida excelente snorkeling kayak hermosas noches acampar hermosas playas estrellas,,agua clara y cálida excelente snorkeling kayak hermosas noches acampar hermosas playas estrellas,13,False,otro,es,agua clara cálido excelente snorkeling kayak hermoso noche acampar hermoso playa estrella,12
La Paz,,trip,,uno viajes interesantes hecho marido anclado velero medio debe medio espíritu santo isla baja quieta noche pensamiento aguas poco profundas vino océano miles de estrellas nosotros todavía océano miró interminable medio cielo marido dijo mano moverse cientos pequeñas criaturas comenzó nosotros maravilloso tranquilo noche lugar uno lugares interesantes tierra isla espíritu santo ubicado isla espíritu santo millas de distancia,,uno viajes interesantes hecho marido anclado velero medio debe medio espíritu santo isla baja quieta noche pensamiento aguas poco profundas vino océano miles de estrellas nosotros todavía océano miró interminable medio cielo marido dijo mano moverse cientos pequeñas criaturas comenzó nosotros maravilloso tranquilo noche lugar uno lugares interesantes tierra isla espíritu santo ubicado isla espíritu santo millas de distancia,59,False,es,es,viaje interesante marido anclar velero medio debe medio espíritu santo isla baja quietar noche pensamiento agua profundar vino océano mil estrella océano mirar interminable medio cielo marido decir mano moverse ciento pequeño criatura comenzar maravilloso tranquilo noche interesante tierra isla espíritu santo ubicar isla espíritu santo milla distancia,48
La Paz,,trip,,lugar memorable isla espíritu santo isla absolutamente hermosa playa impresionante agua clara alguna vez conseguí hacer snorkel leones botes pequeños saliendo de isla espíritu santo cerca paz poco viaje quedarse sin embargo definitivamente vale la pena,,lugar memorable isla espíritu santo isla absolutamente hermosa playa impresionante agua clara alguna vez conseguí hacer snorkel leones botes pequeños saliendo de isla espíritu santo cerca paz poco viaje quedarse sin embargo definitivamente vale la pena,36,False,es,es,memorable isla espíritu santo isla absolutamente hermoso playa impresionante agua clara alguno conseguir snorkel león bote pequeño salir isla espíritu santo cerca paz viaje quedarse embargo definitivamente vale pena,29
La Paz,,trip,,Hermosos paisajes y fácil paseo en kayak. Gran viaje. Recomiendo encarecidamente visitar la isla.,,hermosos paisajes y fácil paseo en kayak gran viaje recomiendo encarecidamente visitar la isla,14,False,es,es,hermoso paisaje fácil paseo kayak gran viaje recomendar encarecidamente visitar isla,11
La Paz,,trip,,isla día ventoso amor saber viento próximos tours me siento mal experiencia hay que ver incluso área que vale la pena un viaje de un día,,isla día ventoso amor saber viento próximos tours me siento mal experiencia hay que ver incluso área que vale la pena un viaje de un día,26,False,es,es,isla ventoso amor saber viento próximo tour sentar experiencia ver incluso área vale pena viaje,15
La Paz,,trip,,llévanos isla espíritu santo día kayak snorkel guía panga capitán gran equipo día asegurado equipo fabuloso almuerzo planificación del viaje día perfecto isla aspecto especial visitando paz,,llévanos isla espíritu santo día kayak snorkel guía panga capitán gran equipo día asegurado equipo fabuloso almuerzo planificación del viaje día perfecto isla aspecto especial visitando paz,27,False,es,es,llévanos isla espíritu santo kayak snorkel guía panga capitán gran equipo asegurado equipo fabuloso almuerzo planificación del viaje perfecto isla aspecto especial visitar paz,24
La Paz,,trip,,marino protegido recorrido firmado nadar leones amigable toque juguetón mal preguntado sin embargo conseguir isla colonia de leones vive literalmente jugando cachorros uno destaca viaje colonia muchos depredadores nosotros los humanos parecemos tomar jugando con nosotros cachorros curiosos adultos juguetones nos toleran muy divertido recorridos guiados biólogo marino los leones saben nadar juntos jugar con nosotros uno seguía tirando del traje de neopreno con los brazos alrededor del frente nosotros podía acariciar bastante bucear realmente bueno libro de almuerzo en la playa gran recorrido de un día,,marino protegido recorrido firmado nadar leones amigable toque juguetón mal preguntado sin embargo conseguir isla colonia de leones vive literalmente jugando cachorros uno destaca viaje colonia muchos depredadores nosotros los humanos parecemos tomar jugando con nosotros cachorros curiosos adultos juguetones nos toleran muy divertido recorridos guiados biólogo marino los leones saben nadar juntos jugar con nosotros uno seguía tirando del traje de neopreno con los brazos alrededor del frente nosotros podía acariciar bastante bucear realmente bueno libro de almuerzo en la playa gran recorrido de un día,87,False,es,es,marino protegido recorrido firmar nadar león amigable toque juguetón preguntar embargo conseguir isla colonia león vivar literalmente jugar cachorro destacar viaje colonia depredador humano parecer tomar jugar cachorro curioso adulto juguetón tolerar divertir recorrido guiado biólogo marino león saber nadar junto jugar seguir tirar del traje neopreno brazo alrededor del frente poder acariciar bucear realmente bueno libro almuerzo playa gran recorrido,61
La Paz,,trip,,viaje de un día largo isla espíritu santo almuerzo incluido hermosa playa snorkel leones algo joven interesado nosotros venga bien máscara dulce no puedo explicar la experiencia,,viaje de un día largo isla espíritu santo almuerzo incluido hermosa playa snorkel leones algo joven interesado nosotros venga bien máscara dulce no puedo explicar la experiencia,27,False,es,es,viaje largo isla espíritu santo almuerzo incluir hermoso playa snorkel león algo joven interesado vengar máscara dulce poder explicar experiencia,20
La Paz,,trip,,experiencias de viaje de un día largo tiburones ballena manadas delfines rayas mobula leones peces de arrecife hacen que el viaje valga la pena,,experiencias de viaje de un día largo tiburones ballena manadas delfines rayas mobula leones peces de arrecife hacen que el viaje valga la pena,24,False,es,es,experiencia viaje largo tiburón ballena manada delfín raya mobula león pecar arrecife hacer viaje valer pena,16
La Paz,,trip,,tómese el tiempo cabeza isla isla espíritu hermoso gran buceo sitios de snorkel snorkel leones vi pescado remo en kayak gran plan de día regreso durante la noche viaje de campamento isla,,tómese el tiempo cabeza isla isla espíritu hermoso gran buceo sitios de snorkel snorkel leones vi pescado remo en kayak gran plan de día regreso durante la noche viaje de campamento isla,32,False,es,es,tómese tiempo cabeza isla isla espíritu hermoso gran buceo sitio snorkel snorkel león pescado remo kayak gran plan regreso noche viaje campamento isla,23
La Paz,,trip,,"Increíble viaje de un día que comenzó un viaje de un minuto en un bote pequeño, la isla fue a bucear con leones por todas partes a nuestro alrededor, también un excelente lugar para bucear tomó una playa, una isla más pequeña, el siguiente almuerzo en espíritu santo fue a bucear por segunda vez, vi tortugas regresando en general, un gran viaje de un día, siempre quiero traer precios pesos por persona.",,increíble viaje de un día que comenzó un viaje de un minuto en un bote pequeño la isla fue a bucear con leones por todas partes a nuestro alrededor también un excelente lugar para bucear tomó una playa una isla más pequeña el siguiente almuerzo en espíritu santo fue a bucear por segunda vez vi tortugas regresando en general un gran viaje de un día siempre quiero traer precios pesos por persona,72,True,es,otro,,0
La Paz,,trip,,focas divertidas nadar a todos hermoso pez sorpresa azul nunca visto increíble viendo focas comer genial limpio almuerzo en barco en realidad la mejor semana de comida ciudad diciendo lote desde mucho gran valor dinero guía hecho viaje divertido mejor,,focas divertidas nadar a todos hermoso pez sorpresa azul nunca visto increíble viendo focas comer genial limpio almuerzo en barco en realidad la mejor semana de comida ciudad diciendo lote desde mucho gran valor dinero guía hecho viaje divertido mejor,40,False,es,es,foca divertir nadar hermoso pez sorpresa azul vestir increíble ver foca comer genial limpio almuerzo barco realidad mejor semana comida ciudad decir lote gran valor dinero guía viaje divertir mejor,30
La Paz,,trip,,viaje esposa reservado aventuras sitio de snorkel viendo agradable viaje parada playa hermosa arena blanca próxima colonia de aves punta de snorkel isla leones guay regreso detenido otro aislado isla junto a la playa excelente almuerzo proporcionado guías snorkel agua azul clara comenzó regreso nadar ballenas jorobadas manada de delfines excelente relación calidad-precio diversión niños,,viaje esposa reservado aventuras sitio de snorkel viendo agradable viaje parada playa hermosa arena blanca próxima colonia de aves punta de snorkel isla leones guay regreso detenido otro aislado isla junto a la playa excelente almuerzo proporcionado guías snorkel agua azul clara comenzó regreso nadar ballenas jorobadas manada de delfines excelente relación calidad precio diversión niños,56,True,es,otro,,0
